condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
raptor_2l,which Soviet Russian cellist.did Anton Ginsburg work best known as accompany ,Daniil Shafran," I cannot find information about Anton Ginsburg working with a Soviet Russian cellist in the provided context. The context only mentions his work as an accompanist with Daniil Shafran, but no other cellists are mentioned.",0.7915,False,9.742,2226.494,2236.236,,hotpotqa,mistral,7.85,102.523
selfrag,which Soviet Russian cellist.did Anton Ginsburg work best known as accompany ,Daniil Shafran,He is bur ied in M osc ow .   </s>,0.7225,False,0.0,2865.174,2865.174,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,MacBook offers what brand-type of displays that are higher-resolution than other portable computers?,Retina, The MacBook offers high-resolution Retina Displays.,0.7329,False,29.269,918.405,947.674,,hotpotqa,mistral,7.85,102.523
crag,MacBook offers what brand-type of displays that are higher-resolution than other portable computers?,Retina, The MacBook offers high-resolution Retina Displays.,0.7329,False,58.557,780.238,838.795,,hotpotqa,mistral,7.85,102.523
raptor_2l,MacBook offers what brand-type of displays that are higher-resolution than other portable computers?,Retina," The MacBook offers high-resolution Retina Displays, according to the provided context.",0.7765,False,9.755,1257.067,1266.821,,hotpotqa,mistral,7.85,102.523
selfrag,MacBook offers what brand-type of displays that are higher-resolution than other portable computers?,Retina,"The Mac Bo ok Pro is th in ier and l igh er , and is ava il ab le in co ols called sp ac eg rey , sil ver , g old , and ros ego old .  </s>",0.3804,True,0.0,7868.167,7868.167,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,Chelsea Does," I cannot find any information about Chelsea Handler appearing on another show besides The Chelsea Handler Show and Chelsea Lately in the provided context, and neither of those shows are mentioned to have aired in January of 2016.",0.422,True,29.984,1879.253,1909.237,,hotpotqa,mistral,7.85,102.523
crag,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,Chelsea Does," I cannot find any information about a show that Chelsea Handler appeared on in January of 2016, as per the provided context. The context only mentions ""The Chelsea Handler Show,"" ""Chelsea Lately,"" and ""Hello Ross,"" but none of these shows are mentioned to have been aired in January of 2016.",0.3885,True,46.564,2490.906,2537.47,,hotpotqa,mistral,7.85,102.523
raptor_2l,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,Chelsea Does," I cannot find information about a show called ""Hello Ross"" or when Chelsea Handler appeared on it in the provided context. Therefore, I cannot determine which show she appeared on in January of 2016.",0.702,False,9.29,1976.639,1985.928,,hotpotqa,mistral,7.85,102.523
selfrag,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,Chelsea Does,The first se ven se asons w ere bro ad cast in HD TV .   </s>,0.7982,False,0.0,3784.32,3784.32,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",Benny Andersson," Based on the provided context, I cannot find the birthdate for the writer(s) of the song ""Money, Money, Money"". The context only mentions that the song was written by Benny Andersson and Björn Ulvaeus. However, further research would reveal that Benny Andersson was born on 16 December 1946.",0.755,False,28.421,2852.137,2880.559,,hotpotqa,mistral,7.85,102.523
crag,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",Benny Andersson," I cannot find this information in the provided context. The context does not specify the birthdate of either Benny Andersson or Björn Ulvaeus, the writers of ""Money, Money, Money"".",0.7547,False,47.348,1649.077,1696.426,,hotpotqa,mistral,7.85,102.523
raptor_2l,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",Benny Andersson," Björn Ulvaeus, who co-wrote ""Money, Money, Money"" with Benny Andersson, was born on 16 April 1945, not 16 December 1946. The provided context does not contain information about the birthdate of Benny Andersson.",0.8181,False,10.237,2928.059,2938.296,,hotpotqa,mistral,7.85,102.523
selfrag,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",Benny Andersson,</s>,1.0,False,0.0,1232.882,1232.882,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet," Sacred Planet was released first, as it was released on April 22, 2004, while Oz the Great and Powerful was released in 2013.",0.4659,True,52.295,1709.916,1762.211,,hotpotqa,mistral,7.85,102.523
crag,Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet," Sacred Planet was released first. The context states that it was released in 2004, while Oz the Great and Powerful was released in 2013.",0.7994,False,41.591,1373.873,1415.464,,hotpotqa,mistral,7.85,102.523
raptor_2l,Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet," The film ""Sacred Planet"" was released first, as it was released in 2004, while ""Oz the Great and Powerful"" was released in 2013.",0.4401,True,10.263,1987.511,1997.774,,hotpotqa,mistral,7.85,102.523
selfrag,Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet,</s>,1.0,False,0.0,1474.937,1474.937,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2, Mount Stimson is the second highest peak in national park that encompasses how many acres?,over 1 million, I cannot find this information in the provided context. The context does not mention the number of acres for the national park where Mount Stimson is located.,0.725,False,52.343,1354.327,1406.67,,hotpotqa,mistral,7.85,102.523
crag, Mount Stimson is the second highest peak in national park that encompasses how many acres?,over 1 million, I cannot find this information in the provided context. The context does not provide details about the number of acres in Glacier National Park where Mount Stimson is located.,0.6469,False,44.26,1355.627,1399.886,,hotpotqa,mistral,7.85,102.523
raptor_2l, Mount Stimson is the second highest peak in national park that encompasses how many acres?,over 1 million," I cannot find this information in the provided context. The context does not mention the area of Glacier National Park, where Mount Stimson is located.",0.6608,False,9.461,1570.182,1579.643,,hotpotqa,mistral,7.85,102.523
selfrag, Mount Stimson is the second highest peak in national park that encompasses how many acres?,over 1 million,#  </s>,1.0,False,0.0,1466.281,1466.281,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",1919, I cannot find information about which club Adam Johnson also played besides Middlesbrough and Watford in the provided context.,0.7016,False,52.643,1059.613,1112.255,,hotpotqa,mistral,7.85,102.523
crag,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",1919," I cannot find information in the provided context about the formation of any other club besides Middlesbrough that Adam Johnson played for. The context only mentions Leeds United and Watford as clubs where he spent time on loan, but it does not specify when these clubs were formed.",0.5513,False,26.321,1859.1,1885.421,,hotpotqa,mistral,7.85,102.523
raptor_2l,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",1919," I cannot find information about the formation of the club that Adam Johnson also played for, other than it being a part of the Middlesbrough youth academy. The context does not provide details about any other clubs he might have played for.",0.7026,False,9.988,2160.06,2170.048,,hotpotqa,mistral,7.85,102.523
selfrag,"When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?",1919,"The cl ub w ast ill play in Le eds Un ited ' s El la and Ro ad st ad ium , but now do it ss ow as known as E ll and Ro ad C . F . C .  </s>",0.4363,True,0.0,8079.461,8079.461,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"Which of the two came out first, The Wind in the Willows or The Bears and I?",The Wind in the Willows, The Wind in the Willows came out first.,0.8589,False,28.528,700.459,728.988,,hotpotqa,mistral,7.85,102.523
crag,"Which of the two came out first, The Wind in the Willows or The Bears and I?",The Wind in the Willows, The Wind in the Willows came out first.,0.8589,False,44.944,570.984,615.928,,hotpotqa,mistral,7.85,102.523
raptor_2l,"Which of the two came out first, The Wind in the Willows or The Bears and I?",The Wind in the Willows, I cannot find this information in the provided context as neither The Wind in the Willows nor The Bears and I are mentioned together in the context.,0.4059,True,9.49,1699.201,1708.691,,hotpotqa,mistral,7.85,102.523
selfrag,"Which of the two came out first, The Wind in the Willows or The Bears and I?",The Wind in the Willows,</s>,1.0,False,0.0,774.482,774.482,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"What Cason, CA soccer team features the son of Roy Lassiter?",LA Galaxy," I cannot find this information in the provided context as there is no mention of any soccer team from Cason, CA or a son of Roy Lassiter playing for such a team.",0.5787,False,49.498,1397.548,1447.047,,hotpotqa,mistral,7.85,102.523
crag,"What Cason, CA soccer team features the son of Roy Lassiter?",LA Galaxy, I cannot find this information in the provided context. The context does not mention any specific soccer team that features the son of Roy Lassiter.,0.7553,False,26.067,964.872,990.939,,hotpotqa,mistral,7.85,102.523
raptor_2l,"What Cason, CA soccer team features the son of Roy Lassiter?",LA Galaxy," I cannot find this information in the provided context as there is no mention of a soccer team from Cason, CA or any connection to Roy Lassiter's son playing for such a team.",0.4998,True,10.123,1838.342,1848.465,,hotpotqa,mistral,7.85,102.523
selfrag,"What Cason, CA soccer team features the son of Roy Lassiter?",LA Galaxy,He is now the CE O of M ot ors port V ision .  </s>,0.6645,False,0.0,3176.944,3176.944,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,fifty-word," The provided context states that the Lithuanian National Anthem, ""Tautiška giesmė"", written by Vincas Kudirka, has fifty words.",0.5134,False,54.706,1886.29,1940.996,,hotpotqa,mistral,7.85,102.523
crag,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,fifty-word," The national anthem of Lithuania, written by Vincas Kudirka, has fifty words.",0.7497,False,45.393,1103.968,1149.361,,hotpotqa,mistral,7.85,102.523
raptor_2l,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,fifty-word," The national anthem of Lithuania, written by Vincas Kudirka, has fifty words.",0.7497,False,9.585,1627.549,1637.134,,hotpotqa,mistral,7.85,102.523
selfrag,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,fifty-word,"The K ing ""  </s>",0.7659,False,0.0,2438.638,2438.638,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,From where was the award which has Matt James as a winner in 2012 has its name derived? ,EN World web site," I cannot find this information in the provided context. The context does not mention the award that Matt James won in 2012 by name, nor does it provide any details about the nature of the award or where its name is derived from.",0.6786,False,53.738,2091.174,2144.912,,hotpotqa,mistral,7.85,102.523
crag,From where was the award which has Matt James as a winner in 2012 has its name derived? ,EN World web site, I cannot find this information in the provided context. The context does not specify the name of the award that Matt James won in 2012.,0.6584,False,29.937,1074.82,1104.757,,hotpotqa,mistral,7.85,102.523
raptor_2l,From where was the award which has Matt James as a winner in 2012 has its name derived? ,EN World web site, I cannot find information in the provided context about the name of the award that Matt James won in 2012.,0.5562,False,10.076,1463.108,1473.185,,hotpotqa,mistral,7.85,102.523
selfrag,From where was the award which has Matt James as a winner in 2012 has its name derived? ,EN World web site,The aw ard is named after Ma att James James  </s>,0.7011,False,0.0,3176.921,3176.921,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,seven, I cannot find this information in the provided context. The context does not specify the number of players in the team that Stephen Curry joined in the 2015-2016 NBA season.,0.6773,False,56.235,1992.515,2048.75,,hotpotqa,mistral,7.85,102.523
crag,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,seven," I cannot find this information in the provided context. The context only details that Stephen Curry plays for the Golden State Warriors, but it does not specify the number of players on the team during the 2015-2016 NBA season.",0.5527,False,42.679,1925.489,1968.168,,hotpotqa,mistral,7.85,102.523
raptor_2l,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,seven, I cannot find information about the number of players in the club that Stephen Curry joined in the 2015-2016 NBA season in the provided context.,0.6211,False,10.35,1990.262,2000.612,,hotpotqa,mistral,7.85,102.523
selfrag,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,seven,"In 2 0 1 5 – 1 6 , the W ar ri ors fin ished in se ven  </s>",0.5649,False,0.0,5316.228,5316.228,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer","Miles Fitzalan-Howard, 17th Duke of Norfolk"," Miles Francis Stapleton Fitzalan-Howard, 17th Duke of Norfolk",0.4129,True,35.899,1166.093,1201.992,,hotpotqa,mistral,7.85,102.523
crag,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer","Miles Fitzalan-Howard, 17th Duke of Norfolk"," Miles Francis Stapleton Fitzalan-Howard, 17th Duke of Norfolk",0.4129,True,44.103,835.215,879.318,,hotpotqa,mistral,7.85,102.523
raptor_2l,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer","Miles Fitzalan-Howard, 17th Duke of Norfolk"," Miles Francis Stapleton Fitzalan-Howard, 17th Duke of Norfolk",0.4129,True,9.514,1375.273,1384.787,,hotpotqa,mistral,7.85,102.523
selfrag,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer","Miles Fitzalan-Howard, 17th Duke of Norfolk",He had no issue .  </s>,0.349,True,0.0,1925.796,1925.796,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Where Ken Kwapis and John Woo both working on films in the 1980's?,yes, I cannot find information in the provided context that indicates Ken Kwapis and John Woo were both working on films in the 1980s.,0.5671,False,52.768,1620.229,1672.997,,hotpotqa,mistral,7.85,102.523
crag,Where Ken Kwapis and John Woo both working on films in the 1980's?,yes, I cannot find this information in the provided context. The context does not mention John Woo or any of his works from the 1980s.,0.702,False,23.244,1217.316,1240.561,,hotpotqa,mistral,7.85,102.523
raptor_2l,Where Ken Kwapis and John Woo both working on films in the 1980's?,yes, I cannot find this information in the provided context. The context does not mention any collaboration between Ken Kwapis and John Woo during the 1980s.,0.5459,False,10.864,1584.597,1595.461,,hotpotqa,mistral,7.85,102.523
selfrag,Where Ken Kwapis and John Woo both working on films in the 1980's?,yes,He is also an Am b assador fort he Can ad ian Fil m Ind ust ry .  </s>,0.4376,True,0.0,4457.084,4457.084,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Are Tantrix and Personal Preference both types of games?,yes," No, according to the provided context, Tantrix is a hexagonal tile-based abstract game, while Personal Preference is a board game that involves guessing preferences for various items.",0.6272,False,53.089,1610.109,1663.198,,hotpotqa,mistral,7.85,102.523
crag,Are Tantrix and Personal Preference both types of games?,yes," Yes, according to the provided context, both Tantrix and Personal Preference are types of games. However, they are different games, with Tantrix being a hexagonal tile-based abstract game invented by Mike McManaway, and Personal Preference being a board game created by Donal Carlston that involves guessing preferences for various items.",0.6297,False,34.014,2375.097,2409.111,,hotpotqa,mistral,7.85,102.523
raptor_2l,Are Tantrix and Personal Preference both types of games?,yes," Yes, according to the provided context, both Tantrix and Personal Preference are types of games.",0.6969,False,9.985,1273.383,1283.368,,hotpotqa,mistral,7.85,102.523
selfrag,Are Tantrix and Personal Preference both types of games?,yes,Th es et ypes of g ames are play ed on li en ow .  </s>,0.4697,True,0.0,3649.857,3649.857,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,George Bernard Shaw," Based solely on the provided context, it is not possible to definitively determine which between Jean-Paul Sartre and George Bernard Shaw had a greater influence on turn-of-the-century literature. The context only provides information about their individual contributions to literature but does not compare them in terms of influence during a specific time period.",0.5295,False,31.347,2504.532,2535.879,,hotpotqa,mistral,7.85,102.523
crag,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,George Bernard Shaw," I cannot find this information in the provided context as it does not compare the influence of Jean-Paul Sartre and George Bernard Shaw on turn of the century literature. However, it is known that both had significant influence on their respective fields during the 20th century.",0.6535,False,44.176,2057.022,2101.198,,hotpotqa,mistral,7.85,102.523
raptor_2l,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,George Bernard Shaw," Based on the provided context, there is no information that directly compares the influence of Jean-Paul Sartre and George Bernard Shaw on turn of the century literature. However, it is mentioned that John Fowles' work reflects the influence of Jean-Paul Sartre, among others, and Shaw was awarded the Nobel Prize in Literature in 1925, which suggests he had significant influence in his time. Without further context or information, it would be difficult to definitively say who had more influence on turn of the century literature between these two figures.",0.6097,False,9.431,4299.561,4308.992,,hotpotqa,mistral,7.85,102.523
selfrag,Jean-Paul Sartre or George Bernard Shaw  have more influence on turn of the century literature?,George Bernard Shaw,"He is most known for his ph il os op hi est od ay , how ever , and his infl u ence on cont empor ary li ber al ism .   </s>",0.3296,True,0.0,6393.953,6393.953,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,SkyJump Las Vegas is located at a hotel on what street?,Las Vegas Boulevard, I cannot find this information in the provided context. The context does not mention SkyJump Las Vegas or its location.,0.7305,False,51.114,1257.586,1308.7,,hotpotqa,mistral,7.85,102.523
crag,SkyJump Las Vegas is located at a hotel on what street?,Las Vegas Boulevard, I cannot find this information in the provided context. The context does not mention the location of SkyJump Las Vegas.,0.7195,False,42.6,1001.875,1044.475,,hotpotqa,mistral,7.85,102.523
raptor_2l,SkyJump Las Vegas is located at a hotel on what street?,Las Vegas Boulevard, I cannot find this information in the provided context. The context does not mention SkyJump Las Vegas or its location.,0.7305,False,10.137,1349.138,1359.276,,hotpotqa,mistral,7.85,102.523
selfrag,SkyJump Las Vegas is located at a hotel on what street?,Las Vegas Boulevard,"The Sa ht ion is loc at d ont he L as V eg as St rip , in L as V eg as , Ne va ada , Un ited St ates .  </s>",0.3968,True,0.0,7346.95,7346.95,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Are David O. Russell and Tony Gatlif from the same country?,no," Yes, according to the provided context, both David O. Russell and Tony Gatlif are from different countries. While David O. Russell's nationality is not specified in the context, it can be assumed that he is American due to being a retired tennis player from the United States. On the other hand, Tony Gatlif is explicitly stated as being French.",0.5847,False,48.347,2638.499,2686.846,,hotpotqa,mistral,7.85,102.523
crag,Are David O. Russell and Tony Gatlif from the same country?,no," I cannot find information in the provided context about David O. Russell's nationality. However, it is known that Tony Gatlif is French.",0.635,False,24.236,1043.346,1067.582,,hotpotqa,mistral,7.85,102.523
raptor_2l,Are David O. Russell and Tony Gatlif from the same country?,no," Yes, both David O. Russell and Tony Gatlif are from the same country. However, their nationality is not specified in the provided context. It can be inferred that they are both from France as Tony Gatlif is a French film director and it's common for directors to originate from the same country where their films are produced.",0.6897,False,10.302,2815.853,2826.155,,hotpotqa,mistral,7.85,102.523
selfrag,Are David O. Russell and Tony Gatlif from the same country?,no,#  </s>,1.0,False,0.0,906.943,906.943,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directed his film ""The Best Offer"" in what language?",English-language, The Best Offer was written and directed by Giuseppe Tornatore in English.,0.7592,False,32.245,976.35,1008.595,,hotpotqa,mistral,7.85,102.523
crag,"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directed his film ""The Best Offer"" in what language?",English-language, The Best Offer was written and directed by Giuseppe Tornatore in English.,0.7592,False,48.494,908.295,956.789,,hotpotqa,mistral,7.85,102.523
raptor_2l,"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directed his film ""The Best Offer"" in what language?",English-language, The Best Offer was written and directed by Giuseppe Tornatore in English.,0.7592,False,10.27,1208.603,1218.874,,hotpotqa,mistral,7.85,102.523
selfrag,"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directed his film ""The Best Offer"" in what language?",English-language,"The film is also known as "" The Best Of fer "" in English .   </s>",0.6825,False,0.0,3888.079,3888.079,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"Iola is a city along the Neosho River in a region of Kansas that can be defined by Woddson County in the northwest, and what county in the northeast?",Bourbon County," Allen County, as per the provided context, is located in the northeastern part of the region where Iola is situated. Therefore, the county in the northeast that includes Iola is Allen County.",0.8315,False,30.841,1805.513,1836.354,,hotpotqa,mistral,7.85,102.523
crag,"Iola is a city along the Neosho River in a region of Kansas that can be defined by Woddson County in the northwest, and what county in the northeast?",Bourbon County," Allen County, as per the provided context, is located in the southeast part of Kansas. Therefore, there isn't a specific county mentioned in the context that can be defined as being in the northeast of Iola.",0.7665,False,50.144,1700.544,1750.689,,hotpotqa,mistral,7.85,102.523
raptor_2l,"Iola is a city along the Neosho River in a region of Kansas that can be defined by Woddson County in the northwest, and what county in the northeast?",Bourbon County, I cannot find this information in the provided context. The context does not specify any county in the northeastern part of Kansas where Iola is located.,0.6699,False,10.574,1702.024,1712.598,,hotpotqa,mistral,7.85,102.523
selfrag,"Iola is a city along the Neosho River in a region of Kansas that can be defined by Woddson County in the northwest, and what county in the northeast?",Bourbon County,I ola is na de in cor por ated comm un ities in All en Co un ty .   </s>,0.0816,True,0.0,4676.685,4676.685,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Actor David Lee Stenstrom played the character Waldo the inventor in a TV show that ran on Nickelodeon during what yeras?,1984 to 1985," The context does not provide specific years for when the Nickelodeon show ""Out of Control"" aired, only that David Lee Stenstrom played Waldo the inventor on it.",0.7136,False,49.169,1791.289,1840.458,,hotpotqa,mistral,7.85,102.523
crag,Actor David Lee Stenstrom played the character Waldo the inventor in a TV show that ran on Nickelodeon during what yeras?,1984 to 1985," The context does not provide specific years for when the Nickelodeon show ""Out of Control"" aired.",0.7078,False,31.659,874.468,906.127,,hotpotqa,mistral,7.85,102.523
raptor_2l,Actor David Lee Stenstrom played the character Waldo the inventor in a TV show that ran on Nickelodeon during what yeras?,1984 to 1985," The context does not provide specific years for when ""Out of Control,"" the Nickelodeon show where David Lee Stenstrom played Waldo the inventor, aired.",0.8778,False,10.234,1901.99,1912.225,,hotpotqa,mistral,7.85,102.523
selfrag,Actor David Lee Stenstrom played the character Waldo the inventor in a TV show that ran on Nickelodeon during what yeras?,1984 to 1985,He is als oth em ore known as Mr . T  </s>,0.3292,True,0.0,3294.652,3294.652,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"What part of the great power concerts such as the EU trio, the Nato Quint, the G7, and the G20, is Italy associated with?",G20," Italy is a member of the Great Power concerts such as the EU trio, the NATO Quint, the G7, and the G20.",0.7461,False,52.751,1559.241,1611.991,,hotpotqa,mistral,7.85,102.523
crag,"What part of the great power concerts such as the EU trio, the Nato Quint, the G7, and the G20, is Italy associated with?",G20," Italy is associated with all the great power concerts mentioned in the context, which are the EU trio, the NATO Quint, the G7, and the G20.",0.6663,False,30.417,1353.91,1384.327,,hotpotqa,mistral,7.85,102.523
raptor_2l,"What part of the great power concerts such as the EU trio, the Nato Quint, the G7, and the G20, is Italy associated with?",G20," Italy is a member of the Great Power concerts such as the EU trio, the NATO Quint, the G7, and the G20.",0.7461,False,9.758,1783.023,1792.782,,hotpotqa,mistral,7.85,102.523
selfrag,"What part of the great power concerts such as the EU trio, the Nato Quint, the G7, and the G20, is Italy associated with?",G20,"It aly is part of gre at po wer con cer nt s , such as E U , NA TO , G 7 , G 2 0 , and UN .  </s>",0.4116,True,0.0,6987.094,6987.094,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,California joined the Union due to the passage of a package of how many separate bills?,five," I cannot find this information in the provided context. The context only mentions the Compromise of 1850, but it does not specify the number of separate bills that were passed as part of this compromise.",0.6358,False,50.423,1931.513,1981.936,,hotpotqa,mistral,7.85,102.523
crag,California joined the Union due to the passage of a package of how many separate bills?,five," The context does not specify the number of bills that led to California joining the Union. However, it is implied that one of these bills was related to California's admission as a free state, but the exact number of bills in the Compromise of 1850 is not explicitly stated regarding California's admission.",0.6869,False,33.227,2146.783,2180.01,,hotpotqa,mistral,7.85,102.523
raptor_2l,California joined the Union due to the passage of a package of how many separate bills?,five," The context does not provide information about the number of separate bills that made up the Compromise of 1850, which led to California joining the Union. However, it is mentioned that the compromise was a package of five separate bills passed by the United States Congress in September 1850.",0.7545,False,9.471,2697.795,2707.266,,hotpotqa,mistral,7.85,102.523
selfrag,California joined the Union due to the passage of a package of how many separate bills?,five,The bu id ling is list ed  </s>,0.9606,False,0.0,2819.387,2819.387,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,"Where was the father of the Jackson, Mississippi mayor elected in 2017 born?","Detroit, Michigan"," The father of the Jackson, Mississippi mayor elected in 2017, Chokwe Lumumba, was born in Detroit, Michigan.",0.5447,False,52.611,1395.074,1447.685,,hotpotqa,mistral,7.85,102.523
crag,"Where was the father of the Jackson, Mississippi mayor elected in 2017 born?","Detroit, Michigan"," I cannot find this information in the provided context regarding the birthplace of the father of the Jackson, Mississippi mayor elected in 2017. The context only provides information about the mayor himself and his upbringing.",0.8112,False,39.23,1584.966,1624.196,,hotpotqa,mistral,7.85,102.523
raptor_2l,"Where was the father of the Jackson, Mississippi mayor elected in 2017 born?","Detroit, Michigan"," The father of the Jackson, Mississippi mayor elected in 2017 (Chokwe Lumumba) was born in Detroit, Michigan.",0.5528,False,10.44,1612.461,1622.9,,hotpotqa,mistral,7.85,102.523
selfrag,"Where was the father of the Jackson, Mississippi mayor elected in 2017 born?","Detroit, Michigan","In 2 0 1 7 , Ch ok we L um um um ba , son of late form erm ay or Ch ok we L um um um ba , was el lect ed may or in Jac ks on , Miss iss ip pi .  </s>",0.7712,False,0.0,8994.503,8994.503,Self-RAG fine-tuned checkpoint; no extra corpus index beyond dense retrieval.,hotpotqa,selfrag/selfrag_llama2_7b,7.85,102.523
hcpc_v2,Which light rail system would one use to visit the museum that explores the impact of modern conflicts on people and society?,Greater Manchester's Metrolink," I cannot find this information in the provided context as it does not mention any light rail systems in Greater Manchester, England. The Imperial War Museum North is located there, but no information about the local light rail system is given.",0.6049,False,70.98,1837.385,1908.365,,hotpotqa,mistral,7.85,102.523
